GroupID,TaskID,JobID,MatchID,Level,BestLevel,NumSources
1007182,33818,33818,6000165411308,0,0,25
1007182,33818,33818,6000165411311,0,0,30
1007182,33818,33818,6000165411312,0,0,30
1007182,33818,33818,6000165411314,0,0,28
1007182,33818,33818,6000165411315,0,0,30
1007182,33818,33818,6000165411316,0,0,30
1007182,33818,33818,6000165411318,0,0,21
1007182,33818,33818,6000165411319,0,0,29
1007182,33818,33818,6000165411321,0,0,30
1007182,33818,33818,6000165411324,0,0,25
1007182,33818,33818,6000165411325,0,0,30
1007182,33818,33818,6000165411328,0,0,26
1007182,33818,33818,6000165411329,0,0,23
1007182,33818,33818,6000165411330,0,0,29
1007182,33818,33818,6000165411331,0,0,28
1007182,33818,33818,6000165411334,0,0,25
1007182,33818,33818,6000165411336,0,0,30
1007182,33818,33818,6000165411338,0,0,20
1007182,33818,33818,6000165411343,0,0,24
1007182,33818,33818,6000167526684,0,0,20
1053138,33879,33879,6000198878271,0,1,20
423435,33881,33881,4240504543,0,0,21
423435,33881,33881,4240504808,0,0,20
423435,33881,33881,4240505388,0,0,21
423435,33881,33881,4240505886,0,0,21
423435,33881,33881,4240506216,0,0,21
423435,33881,33881,4240507001,0,0,21
423435,33881,33881,4240507753,0,0,21
423435,33881,33881,4240507797,0,0,21
423435,33881,33881,4240508020,0,0,21
423435,33881,33881,4240508555,0,0,21
1029936,34057,34057,6000153962297,0,1,21
1052836,34083,34083,6000159337817,0,2,24
1032936,34162,34162,4000751493074,0,2,21
1065893,34246,34246,6000163771140,0,3,21
1064676,34290,34290,6000153457513,0,0,20
1064676,34290,34290,6000153457514,0,0,20
1064676,34290,34290,6000153457515,0,0,20
1064676,34290,34290,6000153457516,0,0,20
1064676,34290,34290,6000153457522,0,0,20
1064676,34290,34290,6000153457525,0,0,20
1064676,34290,34290,6000153457527,0,0,20
1064676,34290,34290,6000153457529,0,0,20
1064676,34290,34290,6000153457530,0,0,20
1064676,34290,34290,6000153457531,0,0,20
1064676,34290,34290,6000153457534,0,0,20
1064676,34290,34290,6000153457535,0,0,20
1064676,34290,34290,6000153457536,0,0,20
1064676,34290,34290,6000153457538,0,0,20
1064676,34290,34290,6000153457544,0,0,20
1064676,34290,34290,6000153457545,0,0,20
1064676,34290,34290,6000153457546,0,0,20
1064676,34290,34290,6000153457547,0,0,20
1064676,34290,34290,6000153457549,0,0,20
1064676,34290,34290,6000153457550,0,0,20
1064676,34290,34290,6000153457551,0,0,20
1064676,34290,34290,6000153457552,0,0,20
1064676,34290,34290,6000153457556,0,0,20
1064676,34290,34290,6000153457557,0,0,20
1064676,34290,34290,6000153457563,0,0,20
1064676,34290,34290,6000153457564,0,0,20
1064676,34290,34290,6000153457566,0,0,20
1064676,34290,34290,6000153457568,0,0,20
1064676,34290,34290,6000153457572,0,0,20
1064676,34290,34290,6000153457573,0,0,20
1064676,34290,34290,6000153457574,0,0,20
1064676,34290,34290,6000153457580,0,0,20
1064676,34290,34290,6000153457583,0,0,20
1064676,34290,34290,6000153457584,0,0,20
1064676,34290,34290,6000153457585,0,0,20
1064676,34290,34290,6000153457586,0,0,20
1064676,34290,34290,6000153457588,0,0,20
1064676,34290,34290,6000153457593,0,0,20
1064676,34290,34290,6000153457594,0,0,20
1064676,34290,34290,6000153457596,0,0,20
1064676,34290,34290,6000153457599,0,0,20
1064676,34290,34290,6000153457609,0,0,20
1064676,34290,34290,6000153457611,0,0,20
1064676,34290,34290,6000153457615,0,0,20
1064676,34290,34290,6000153457618,0,0,20
1064676,34290,34290,6000153457620,0,0,20
1064676,34290,34290,6000153457622,0,0,20
1064676,34290,34290,6000153457623,0,0,20
1064676,34290,34290,6000153457624,0,0,20
1064676,34290,34290,6000153457626,0,0,20
1064676,34290,34290,6000153457627,0,0,20
1064676,34290,34290,6000153457631,0,0,20
1064676,34290,34290,6000153457632,0,0,20
1064676,34290,34290,6000153457634,0,0,20
1064676,34290,34290,6000153457636,0,1,23
1064676,34290,34290,6000153457641,0,0,20
1064676,34290,34290,6000153457644,0,0,20
1064676,34290,34290,6000153457645,0,0,20
1064676,34290,34290,6000153457648,0,0,20
1064676,34290,34290,6000153457649,0,0,20
1064676,34290,34290,6000153457651,0,0,20
1064676,34290,34290,6000153457652,0,0,20
1064676,34290,34290,6000153457653,0,0,20
1064676,34290,34290,6000153457654,0,0,20
1064676,34290,34290,6000153457656,0,0,20
1064676,34290,34290,6000153457659,0,0,20
1064676,34290,34290,6000153457664,0,0,20
1064676,34290,34290,6000153457668,0,0,20
1064676,34290,34290,6000153457671,0,0,20
1064676,34290,34290,6000153457674,0,0,20
1064676,34290,34290,6000153457678,0,0,20
1064676,34290,34290,6000153457680,0,1,21
1064676,34290,34290,6000153457684,0,0,20
1064676,34290,34290,6000153457689,0,0,20
1064676,34290,34290,6000153457694,0,0,20
1064676,34290,34290,6000153457695,0,0,20
1064676,34290,34290,6000153457696,0,0,20
1064676,34290,34290,6000153457699,0,0,20
1064676,34290,34290,6000153457701,0,0,20
1064676,34290,34290,6000153457704,0,0,20
1064676,34290,34290,6000153457705,0,0,20
1064676,34290,34290,6000153457706,0,0,20
1064676,34290,34290,6000153457708,0,0,20
1064676,34290,34290,6000153457709,0,0,20
1064676,34290,34290,6000153457711,0,0,20
1064676,34290,34290,6000153457723,0,0,20
1064676,34290,34290,6000153457725,0,0,20
1064676,34290,34290,6000153457731,0,0,20
1064676,34290,34290,6000153457732,0,0,20
1064676,34290,34290,6000153457734,0,0,20
1064676,34290,34290,6000153457737,0,0,20
1064676,34290,34290,6000153457742,0,0,20
1064676,34290,34290,6000153457743,0,0,20
1064676,34290,34290,6000153457745,0,0,20
1064676,34290,34290,6000153457746,0,0,20
1064676,34290,34290,6000153457749,0,0,20
1064676,34290,34290,6000153457750,0,0,20
1064676,34290,34290,6000153457755,0,0,20
1064676,34290,34290,6000153457762,0,0,20
1064676,34290,34290,6000153457764,0,0,20
1064676,34290,34290,6000153457765,0,0,20
1064676,34290,34290,6000153457766,0,0,20
1064676,34290,34290,6000153457767,0,0,20
1064676,34290,34290,6000153457770,0,0,20
1064676,34290,34290,6000153457771,0,0,20
1064676,34290,34290,6000153457772,0,0,20
1064676,34290,34290,6000153457774,0,0,20
1064676,34290,34290,6000153457775,0,0,20
1064676,34290,34290,6000153457777,0,0,20
1064676,34290,34290,6000153457778,0,0,20
1064676,34290,34290,6000153457779,0,0,20
1064676,34290,34290,6000153457780,0,0,20
546532,34291,34291,4198395511,0,1,22
546532,34291,34291,4198395521,0,0,23
546532,34291,34291,4198395710,0,0,22
546532,34291,34291,4198395748,0,0,23
546532,34291,34291,4198395979,0,3,22
546532,34291,34291,4198396414,0,1,25
546532,34291,34291,4198396499,0,0,22
546532,34291,34291,4198396527,0,0,25
546532,34291,34291,6000204755223,0,13,20
546532,34291,34291,6000204755575,0,17,26
1036020,34333,34333,4177273541,0,3,22
1036020,34333,34333,4177275764,0,1,21
1006415,34377,34377,6000165408567,0,0,25
1006415,34377,34377,6000165408568,0,0,25
1006415,34377,34377,6000165408569,0,0,23
1006415,34377,34377,6000165408570,0,0,25
1006415,34377,34377,6000165408572,0,0,25
1006415,34377,34377,6000165408573,0,0,25
1006415,34377,34377,6000165408574,0,0,25
1006415,34377,34377,6000165408575,0,0,25
1006415,34377,34377,6000165408576,0,0,25
1006415,34377,34377,6000165408577,0,0,25
1006415,34377,34377,6000165408578,0,0,25
1006415,34377,34377,6000165408579,0,0,25
1006415,34377,34377,6000165408580,0,0,25
1006415,34377,34377,6000165408583,0,0,24
1006415,34377,34377,6000165408584,0,0,25
1006415,34377,34377,6000165408585,0,0,25
1006415,34377,34377,6000165408586,0,0,25
1006415,34377,34377,6000165408591,0,0,25
1006415,34377,34377,6000165408592,0,0,25
1006415,34377,34377,6000165408593,0,0,25
1006415,34377,34377,6000165408595,0,0,25
1006415,34377,34377,6000165408598,0,0,25
1006415,34377,34377,6000165408599,0,0,25
1006415,34377,34377,6000165408600,0,0,25
1006415,34377,34377,6000165408601,0,0,25
1006415,34377,34377,6000165408602,0,0,25
1006415,34377,34377,6000165408603,0,0,25
1006415,34377,34377,6000165408604,0,0,25
1006415,34377,34377,6000165408605,0,0,25
1006415,34377,34377,6000165408606,0,0,25
1006415,34377,34377,6000165408607,0,0,25
1006415,34377,34377,6000165408609,0,0,25
1006415,34377,34377,6000165408610,0,0,25
1006415,34377,34377,6000165408611,0,0,25
1006415,34377,34377,6000165408612,0,0,25
1006415,34377,34377,6000165408613,0,0,25
1006415,34377,34377,6000165408614,0,0,25
1006415,34377,34377,6000165408615,0,0,25
1006415,34377,34377,6000165408616,0,0,25
1006415,34377,34377,6000165408617,0,0,25
1006415,34377,34377,6000165408619,0,0,25
1006415,34377,34377,6000165408621,0,0,25
1006415,34377,34377,6000165408622,0,0,25
1006415,34377,34377,6000165408623,0,0,25
1006415,34377,34377,6000165408624,0,0,25
1006415,34377,34377,6000165408627,0,0,25
1006415,34377,34377,6000165408628,0,0,25
1006415,34377,34377,6000165408629,0,1,24
1006415,34377,34377,6000165408630,0,0,25
1006415,34377,34377,6000165408631,0,0,25
1006415,34377,34377,6000165408632,0,0,25
1006415,34377,34377,6000165408633,0,0,25
1006415,34377,34377,6000165408634,0,0,25
1006415,34377,34377,6000165408637,0,0,25
1006415,34377,34377,6000165408638,0,0,25
1006415,34377,34377,6000165408639,0,0,22
1006415,34377,34377,6000165408641,0,0,23
1006415,34377,34377,6000165408642,0,0,25
1006415,34377,34377,6000165408643,0,0,25
1006415,34377,34377,6000165408644,0,0,25
1006415,34377,34377,6000165408645,0,0,25
1006415,34377,34377,6000165408646,0,0,25
1006415,34377,34377,6000165408647,0,0,25
1006415,34377,34377,6000165408648,0,0,25
1006415,34377,34377,6000165408649,0,0,25
1006415,34377,34377,6000165408650,0,0,23
1006415,34377,34377,6000165408651,0,0,25
1006415,34377,34377,6000165408652,0,0,25
1006415,34377,34377,6000165408653,0,0,25
1006415,34377,34377,6000165408655,0,0,25
1006415,34377,34377,6000165408657,0,0,25
1006415,34377,34377,6000165408661,0,0,25
1006415,34377,34377,6000165408662,0,0,25
1006415,34377,34377,6000165408664,0,0,25
1006415,34377,34377,6000165408665,0,0,25
1006415,34377,34377,6000165408666,0,0,25
1006415,34377,34377,6000165408667,0,0,25
1006415,34377,34377,6000165408668,0,0,25
1006415,34377,34377,6000165408669,0,0,25
1006415,34377,34377,6000165408670,0,0,25
1006415,34377,34377,6000165408672,0,0,25
1006415,34377,34377,6000165408673,0,0,25
1006415,34377,34377,6000165408674,0,0,25
1006415,34377,34377,6000165408675,0,0,25
1006415,34377,34377,6000165408676,0,0,25
1006415,34377,34377,6000165408677,0,0,25
1006415,34377,34377,6000165408678,0,0,25
1006415,34377,34377,6000165408679,0,0,25
1006415,34377,34377,6000165408680,0,0,25
1006415,34377,34377,6000165408681,0,0,25
1006415,34377,34377,6000165408682,0,0,25
1006415,34377,34377,6000165408683,0,0,25
1006415,34377,34377,6000165408684,0,0,25
1006415,34377,34377,6000165408685,0,0,25
1006415,34377,34377,6000165408686,0,0,25
1006415,34377,34377,6000165408687,0,0,25
1006415,34377,34377,6000165408688,0,0,24
1006415,34377,34377,6000165408689,0,0,25
1006415,34377,34377,6000165408690,0,0,25
1006415,34377,34377,6000165408691,0,0,25
1006415,34377,34377,6000165408692,0,0,23
1006415,34377,34377,6000165408693,0,0,25
1006415,34377,34377,6000165408695,0,0,25
1006415,34377,34377,6000165408696,0,0,23
1006415,34377,34377,6000165408697,0,0,25
1006415,34377,34377,6000165408699,0,0,25
1006415,34377,34377,6000165408700,0,0,25
1006415,34377,34377,6000165408701,0,0,25
1006415,34377,34377,6000165408702,0,0,25
1006415,34377,34377,6000165408703,0,0,25
1006415,34377,34377,6000165408705,0,0,25
1006415,34377,34377,6000165408706,0,0,25
1006415,34377,34377,6000165408707,0,0,25
1006415,34377,34377,6000165408710,0,0,25
1006415,34377,34377,6000165408715,0,0,25
1006415,34377,34377,6000165408716,0,0,25
1006415,34377,34377,6000165408717,0,0,25
1006415,34377,34377,6000165408718,0,0,25
1006415,34377,34377,6000165408719,0,0,25
1006415,34377,34377,6000165408720,0,0,25
1006415,34377,34377,6000165408721,0,0,25
1006415,34377,34377,6000165408722,0,0,25
1006415,34377,34377,6000165408723,0,0,23
1006415,34377,34377,6000165408724,0,0,25
1006415,34377,34377,6000165408726,0,0,25
1006415,34377,34377,6000165408728,0,0,25
1006415,34377,34377,6000165408729,0,0,25
1006415,34377,34377,6000165408730,0,0,25
1006415,34377,34377,6000165408731,0,0,25
1006415,34377,34377,6000165408732,0,0,25
1006415,34377,34377,6000165408733,0,0,25
1006415,34377,34377,6000165408734,0,0,25
1006415,34377,34377,6000165408735,0,0,25
1006415,34377,34377,6000165408736,0,0,25
1006415,34377,34377,6000165408737,0,0,23
1006415,34377,34377,6000165408738,0,0,25
1006415,34377,34377,6000165408739,0,0,25
1006415,34377,34377,6000165408740,0,0,25
1006415,34377,34377,6000165408741,0,0,25
1006415,34377,34377,6000165408742,0,0,25
1006415,34377,34377,6000165408743,0,0,25
516702,34400,34400,4243535562,0,0,25
516702,34400,34400,4243535608,0,0,25
516702,34400,34400,4243535615,0,0,25
516702,34400,34400,4243535847,0,0,25
516702,34400,34400,4243535862,0,0,25
516702,34400,34400,4243535867,0,0,25
516702,34400,34400,4243535895,0,0,25
516702,34400,34400,4243535901,0,0,25
516702,34400,34400,4243535905,0,0,25
516702,34400,34400,4243535923,0,0,24
516702,34400,34400,4243536173,0,0,25
516702,34400,34400,4243536179,0,0,25
516702,34400,34400,4243536239,0,0,25
516702,34400,34400,4243536272,0,0,25
516702,34400,34400,4243536279,0,0,25
516702,34400,34400,4243536337,0,0,25
516702,34400,34400,4243536405,0,0,25
516702,34400,34400,4243536439,0,0,25
516702,34400,34400,4243536508,0,0,20
516702,34400,34400,4243536562,0,0,25
516702,34400,34400,4243536581,0,0,25
516702,34400,34400,4243536608,0,0,25
516702,34400,34400,4243536697,0,0,25
516702,34400,34400,4243536700,0,0,25
516702,34400,34400,4243536914,0,0,25
516702,34400,34400,4243536985,0,0,25
516702,34400,34400,4243537003,0,0,25
516702,34400,34400,4243537081,0,0,25
516702,34400,34400,4243537121,0,0,25
516702,34400,34400,4243537234,0,0,25
516702,34400,34400,4243537259,0,0,25
516702,34400,34400,4243537298,0,0,24
516702,34400,34400,4243537304,0,0,25
516702,34400,34400,4243537312,0,0,25
516702,34400,34400,4243537340,0,0,25
516702,34400,34400,4243537357,0,0,25
516702,34400,34400,4243537376,0,0,25
516702,34400,34400,4243537457,0,0,25
516702,34400,34400,4243537463,0,0,25
516702,34400,34400,4243537504,0,0,25
516702,34400,34400,4243537628,0,0,25
516702,34400,34400,4243537709,0,0,25
516702,34400,34400,4243537903,0,0,25
516702,34400,34400,4243537924,0,0,25
516702,34400,34400,4243537950,0,0,24
516702,34400,34400,4243537994,0,0,25
516702,34400,34400,4243538005,0,0,25
516702,34400,34400,4243538101,0,2,25
516702,34400,34400,4243538170,0,1,24
516702,34400,34400,4243538304,0,0,22
516702,34400,34400,4243538371,0,0,25
516702,34400,34400,4243538411,0,0,25
516702,34400,34400,4243538426,0,0,23
516702,34400,34400,4243538450,0,0,25
516702,34400,34400,4243538569,0,0,25
516702,34400,34400,4243538580,0,0,25
516702,34400,34400,4243538670,0,0,25
516702,34400,34400,4243538784,0,0,25
516702,34400,34400,4243538856,0,0,25
516702,34400,34400,4243538968,0,0,25
516702,34400,34400,4243539020,0,0,25
516702,34400,34400,4243539109,0,0,25
516702,34400,34400,4243539239,0,0,25
516702,34400,34400,4243539254,0,0,25
516702,34400,34400,4243539332,0,0,24
516702,34400,34400,4243539362,0,0,24
516702,34400,34400,4243539443,0,0,25
516702,34400,34400,4243539486,0,0,25
516702,34400,34400,4243539577,0,0,25
516702,34400,34400,4243539695,0,0,25
516702,34400,34400,4243539735,0,0,25
516702,34400,34400,4243539833,0,0,25
516702,34400,34400,4243539865,0,0,25
516702,34400,34400,4243539873,0,0,25
516702,34400,34400,4243539882,0,0,23
516702,34400,34400,4243539887,0,0,25
516702,34400,34400,4243539900,0,0,25
516702,34400,34400,4243540056,0,0,25
516702,34400,34400,4243540088,0,0,25
516702,34400,34400,4243540177,0,0,25
516702,34400,34400,4243540205,0,0,25
516702,34400,34400,4243540269,0,0,20
516702,34400,34400,4243540303,0,1,25
516702,34400,34400,4243540528,0,0,25
516702,34400,34400,4243540564,0,0,25
516702,34400,34400,4243540605,0,0,22
516702,34400,34400,4243540728,0,0,25
516702,34400,34400,4243540881,0,0,24
516702,34400,34400,4243541762,0,0,23
516702,34400,34400,4243545653,0,0,20
1078210,34423,34423,4229814687,0,0,24
1078210,34423,34423,4229815229,0,0,20
1078210,34423,34423,4229815296,0,0,20
1078210,34423,34423,4229815839,0,0,20
1078210,34423,34423,4229815907,0,0,20
1078210,34423,34423,4229816005,0,0,20
1078210,34423,34423,4229816664,0,2,20
1078210,34423,34423,4229817550,0,0,20
1078210,34423,34423,4229817873,0,0,20
1078210,34423,34423,4229817881,0,1,20
1078210,34423,34423,4229817989,0,1,20
1078210,34423,34423,4229818047,0,0,20
1078210,34423,34423,4229818261,0,0,20
1078210,34423,34423,4229818402,0,0,20
1078210,34423,34423,4229818623,0,1,22
1078210,34423,34423,4229818917,0,0,20
1078210,34423,34423,4229819134,0,0,20
1078210,34423,34423,4229819546,0,0,20
1078210,34423,34423,4229819624,0,0,20
1078210,34423,34423,4229819745,0,1,24
1078210,34423,34423,4229820426,0,2,21
1078210,34423,34423,4229820514,0,1,21
1078210,34423,34423,4229820552,0,0,20
1078210,34423,34423,4229820651,0,0,20
1078210,34423,34423,4229821106,0,0,20
1078210,34423,34423,4229821170,0,1,20
1078210,34423,34423,4229821223,0,0,20
1078210,34423,34423,4229821686,0,1,20
1078210,34423,34423,4229821804,0,0,20
1078210,34423,34423,4229821817,0,1,21
1078210,34423,34423,4229821868,0,0,20
1078210,34423,34423,4229822336,0,0,20
1078210,34423,34423,4229925746,0,1,20
1031939,34424,34424,4000720691693,0,1,20
1031939,34424,34424,4000720691785,0,1,22
1031939,34424,34424,4000720692067,0,1,24
1031939,34424,34424,4000720692241,0,1,22
1058117,34448,34448,6000181115935,0,18,25
1058117,34448,34448,6000181115945,0,15,29
1058117,34448,34448,6000181115957,0,16,22
1058117,34448,34448,6000181115958,0,15,21
1058117,34448,34448,6000182714303,0,20,21
1058117,34448,34448,6000182714304,0,24,30
1058117,34448,34448,6000182836316,0,17,21
1058117,34448,34448,6000215841468,0,20,27
1058117,34448,34448,6000223878035,0,16,21
1058117,34448,34448,6000224475975,0,20,27
1058117,34448,34448,6000224475992,0,18,20
1058117,34448,34448,6000224475994,0,21,28
1058117,34448,34448,6000271245367,0,16,24
1058117,34448,34448,6000271362706,0,12,26
1058117,34448,34448,6000271364039,0,17,22
87920,34473,34473,4252265959,0,1,25
300953,34474,34474,4218147707,0,0,20
300953,34474,34474,4218147718,0,0,25
300953,34474,34474,4218147812,0,0,25
300953,34474,34474,4218148256,0,0,25
300953,34474,34474,4218148345,0,0,25
300953,34474,34474,4218148511,0,0,25
300953,34474,34474,4218148818,0,0,25
300953,34474,34474,4218148948,0,0,25
300953,34474,34474,4218149073,0,0,25
300953,34474,34474,4218149097,0,0,25
300953,34474,34474,4218149223,0,0,24
300953,34474,34474,4218149286,0,0,24
300953,34474,34474,4218149311,0,0,25
300953,34474,34474,4218149675,0,0,25
300953,34474,34474,4218149882,0,0,25
300953,34474,34474,4218149927,0,0,20
300953,34474,34474,4218150011,0,0,23
300953,34474,34474,4218150047,0,0,25
300953,34474,34474,4218150058,0,0,21
300953,34474,34474,4218150258,0,0,23
300953,34474,34474,4218151025,0,0,25
300953,34474,34474,4218151320,0,0,24
300953,34474,34474,4218151714,0,0,25
300953,34474,34474,4218151724,0,0,25
300953,34474,34474,4218151859,0,0,23
300953,34474,34474,4218152097,0,0,25
1025962,34491,34491,6000222512428,0,1,23
1025962,34491,34491,6000222512512,0,1,24
1009179,34503,34503,6000180506557,0,0,20
1009179,34503,34503,6000180506560,0,0,20
1009179,34503,34503,6000180506562,0,0,20
1009179,34503,34503,6000180506564,0,0,20
1009179,34503,34503,6000180506566,0,0,20
1009179,34503,34503,6000180506571,0,0,20
1009179,34503,34503,6000180506572,0,0,20
1009179,34503,34503,6000180506575,0,0,20
1009179,34503,34503,6000180506576,0,0,20
1009179,34503,34503,6000180506577,0,0,20
1009179,34503,34503,6000180506579,0,0,20
1009179,34503,34503,6000180506581,0,0,20
1009179,34503,34503,6000180506582,0,0,20
1009179,34503,34503,6000180506587,0,0,20
1009179,34503,34503,6000180506591,0,0,20
1009179,34503,34503,6000180506594,0,0,20
1009179,34503,34503,6000180506596,0,0,20
1009179,34503,34503,6000180506597,0,0,20
1009179,34503,34503,6000180506599,0,1,20
1009179,34503,34503,6000180506602,0,1,20
1009179,34503,34503,6000180506603,0,0,20
1009179,34503,34503,6000180506605,0,0,20
1009179,34503,34503,6000180506609,0,1,21
1009179,34503,34503,6000180506610,0,0,20
1009179,34503,34503,6000180506620,0,0,20
1009179,34503,34503,6000180506621,0,0,20
1009179,34503,34503,6000180506625,0,0,20
1009179,34503,34503,6000180506628,0,0,20
1009179,34503,34503,6000180506632,0,0,20
1009179,34503,34503,6000180506637,0,0,20
1009179,34503,34503,6000180506642,0,0,20
1009179,34503,34503,6000180506643,0,0,20
1009179,34503,34503,6000180506645,0,0,20
1009179,34503,34503,6000180506648,0,0,20
1009179,34503,34503,6000180506651,0,0,20
1009179,34503,34503,6000180506657,0,0,20
1009179,34503,34503,6000180506659,0,0,20
1009179,34503,34503,6000180506664,0,0,20
1009179,34503,34503,6000180506665,0,0,20
1009179,34503,34503,6000180506675,0,0,20
1009179,34503,34503,6000180506683,0,0,20
1009179,34503,34503,6000180506686,0,1,22
1009179,34503,34503,6000180506687,0,0,20
1009179,34503,34503,6000180506688,0,0,20
1009179,34503,34503,6000180506690,0,0,20
1009179,34503,34503,6000180506691,0,0,20
1009179,34503,34503,6000180506692,0,0,20
1009179,34503,34503,6000180506694,0,0,20
1009179,34503,34503,6000180506696,0,0,20
1009179,34503,34503,6000180506697,0,0,20
1009179,34503,34503,6000180506699,0,0,20
1009179,34503,34503,6000180506704,0,0,20
1009179,34503,34503,6000180506706,0,0,20
1009179,34503,34503,6000180506707,0,0,20
1009179,34503,34503,6000180506711,0,0,20
1009179,34503,34503,6000180506712,0,0,20
1009179,34503,34503,6000180506716,0,0,20
1009179,34503,34503,6000180506721,0,0,20
1009179,34503,34503,6000180506729,0,0,20
1009179,34503,34503,6000180506730,0,0,20
1009179,34503,34503,6000180506731,0,0,20
1009179,34503,34503,6000180506732,0,0,20
1009179,34503,34503,6000180506735,0,0,20
1009179,34503,34503,6000180506739,0,0,20
1009179,34503,34503,6000180506741,0,0,20
1009179,34503,34503,6000180506742,0,0,20
1009179,34503,34503,6000180506745,0,1,20
1009179,34503,34503,6000180506746,0,1,25
1009179,34503,34503,6000180506750,0,0,20
1009179,34503,34503,6000180506757,0,0,20
1009179,34503,34503,6000180506759,0,0,20
1009179,34503,34503,6000180506760,0,0,20
1009179,34503,34503,6000180506762,0,0,20
1009179,34503,34503,6000180506767,0,0,20
1009179,34503,34503,6000180506769,0,0,20
1009179,34503,34503,6000180506770,0,0,20
1009179,34503,34503,6000180506778,0,0,20
1009179,34503,34503,6000180506783,0,0,20
1009179,34503,34503,6000180506784,0,0,20
1009179,34503,34503,6000180506786,0,0,20
1009179,34503,34503,6000180506788,0,0,20
1009179,34503,34503,6000180506791,0,0,20
1009179,34503,34503,6000180506794,0,0,20
1009179,34503,34503,6000180506797,0,0,20
1009179,34503,34503,6000180506798,0,0,20
1009179,34503,34503,6000180506799,0,0,20
1009179,34503,34503,6000180506805,0,0,20
1009179,34503,34503,6000180506809,0,0,20
1009179,34503,34503,6000180506814,0,0,20
1009179,34503,34503,6000180506816,0,0,20
1009179,34503,34503,6000180506817,0,0,20
1009179,34503,34503,6000180506824,0,0,20
1009179,34503,34503,6000180506827,0,0,20
1009179,34503,34503,6000180506829,0,0,20
1009179,34503,34503,6000180506836,0,0,20
1009179,34503,34503,6000180506843,0,0,20
1009179,34503,34503,6000180506854,0,0,20
1009179,34503,34503,6000224324535,0,1,20
516396,34520,34520,4241316812,0,0,22
516396,34520,34520,4241318071,0,0,22
516396,34520,34520,4241325424,0,0,22
516396,34520,34520,4241325775,0,0,21
516396,34520,34520,4241539384,0,0,21
516396,34520,34520,4241539697,0,0,21
516396,34520,34520,4241539702,0,0,21
56737,34533,34533,4000862616632,0,1,26
56737,34533,34533,4000862616698,0,1,25
56737,34533,34533,4000862616843,0,1,20
