,distance,number of catalogs,sigma 1,sigma 2,miqcp runtime,chainbreaker runtime,copkmeans runtime,kmeans runtime
0,0.13,5,0.04,0.04,0.2175754310010234,0.04281042799993884,0.08189671799482312,0.07972470499225892
0,0.13,5,0.04,0.04,0.23512153299816418,0.04329871998925228,0.07941735300119035,0.07707974199729506
0,0.13,5,0.04,0.04,0.19038962699414697,0.04364856900065206,0.08005269599379972,0.07940085598966107
0,0.13,5,0.04,0.04,0.19827199399878737,0.04499355900043156,0.08090830100991298,0.0801430509891361
0,0.13,5,0.04,0.04,0.22948485700180754,0.0436931860022014,0.0804351810074877,0.07740297299460508
0,0.13,5,0.04,0.04,0.24062459300330374,0.043152072990778834,0.08092513699375559,0.07830605100025423
0,0.13,5,0.04,0.04,0.19590126800176222,0.044848444988019764,0.08269175900204573,0.07924065699626226
0,0.13,5,0.04,0.04,0.21068265900248662,0.044440982994274236,0.08102014999894891,0.0790448049956467
0,0.13,5,0.04,0.04,0.18059206700127106,0.043782084991107695,0.07998509300523438,0.07813537798938341
0,0.13,5,0.04,0.04,0.22987846699834336,0.04386695999710355,0.08133729100518394,0.08180696799536236
0,0.13,5,0.04,0.04,0.2411609499977203,0.04318168900499586,0.08128238200151827,0.07954172400059178
0,0.13,5,0.04,0.04,0.18949070200324059,0.04213879301096313,0.08108665200415999,0.08111288498912472
0,0.13,5,0.04,0.04,0.18609014399407897,0.044487032006145455,0.08208156900946051,0.07957597200584132
0,0.13,10,0.04,0.04,3.8309726690058596,0.17433944500226062,0.3655857499979902,0.3485014139878331
0,0.13,10,0.04,0.04,3.5404669309937162,0.1790199440001743,0.36014139199687634,0.38377938300254755
0,0.13,10,0.04,0.04,2.880273158996715,0.1751818980119424,0.36051420199510176,0.3611966409953311
0,0.13,10,0.04,0.04,3.6358756929985248,0.16879211898776703,0.36719622400414664,0.3621761999966111
0,0.13,10,0.04,0.04,2.499664118004148,0.17279249199782498,0.35466119600459933,0.3577682650065981
0,0.13,10,0.04,0.04,2.5787474819953786,0.17455839800823014,0.3548789320047945,0.352335157993366
0,0.13,10,0.04,0.04,3.8137157860037405,0.1745053180056857,0.3586990929907188,0.3612126280058874
0,0.13,10,0.04,0.04,3.9084571179992054,0.17089451300853398,0.3599526649923064,0.35012697099591605
0,0.13,10,0.04,0.04,2.3938565449934686,0.1790007960080402,0.36689406700315885,0.36305421599536203
0,0.13,10,0.04,0.04,3.1391312229970936,0.1709771590103628,0.3607415100123035,0.3623586140020052
0,0.13,10,0.04,0.04,2.962872232994414,0.17584086299757473,0.3664742550026858,0.3672217900020769
0,0.13,10,0.04,0.04,2.67821928000194,0.16802814800757915,0.43869760299276095,0.35195621399907395
0,0.13,10,0.04,0.04,3.922375121008372,0.17283900300390087,0.361372796993237,0.35094438900705427
0,0.13,10,0.04,0.04,2.994404373996076,0.17263287599780597,0.36619868999696337,0.35442535499169026
0,0.13,10,0.04,0.04,2.760955463993014,0.1743057800049428,0.3622846579964971,0.3589499049994629
0,0.13,10,0.04,0.04,3.210032545001013,0.17323167400900275,0.3599545620090794,0.35966871499840636
0,0.13,10,0.04,0.04,2.3465085920033744,0.17053222699905746,0.36105533699446823,0.34824158500123303
0,0.13,10,0.04,0.04,3.764432993004448,0.1716593150049448,0.3641042439994635,0.35478820599382743
0,0.13,10,0.04,0.04,2.668550349990255,0.1743389499897603,0.36456213299243245,0.3654647079965798
0,0.13,10,0.04,0.04,2.4416893960005837,0.17438147999928333,0.3654124939930625,0.35441480101144407
0,0.13,15,0.04,0.04,1000000000,0.40120780300640035,0.8867207629955374,0.8931001089949859
0,0.13,15,0.04,0.04,1000000000,0.3915311680029845,0.8883113710035104,0.8899235790013336
0,0.13,15,0.04,0.04,1000000000,0.38304064799740445,0.8964402419951512,0.867873534996761
0,0.13,15,0.04,0.04,1000000000,0.3800651229976211,0.8850891150068492,0.8925445700006094
0,0.13,15,0.04,0.04,1000000000,0.3932283159956569,0.8934485349891474,0.8885775240050862
0,0.13,15,0.04,0.04,1000000000,0.3801011009927606,0.8918375139910495,0.8720760440046433
0,0.13,15,0.04,0.04,1000000000,0.3801571869989857,0.9047678250062745,0.877045369008556
0,0.13,15,0.04,0.04,1000000000,0.38196269699255936,0.894609587994637,0.873581343999831
0,0.13,15,0.04,0.04,1000000000,0.3795504910085583,1.008735744995647,0.881239809008548
0,0.13,15,0.04,0.04,1000000000,0.3798047900054371,0.8950650560000213,0.8775858739973046
0,0.13,15,0.04,0.04,1000000000,0.3854169450059999,0.8921080730069662,0.8947518399945693
0,0.13,15,0.04,0.04,1000000000,0.37887714699900243,0.8909378870012006,0.8783364340051776
0,0.13,15,0.04,0.04,1000000000,0.3771740369993495,0.873817614003201,0.874868945000344
0,0.13,15,0.04,0.04,1000000000,0.38094938700669445,0.8954505400033668,0.8706605109910015
0,0.13,15,0.04,0.04,1000000000,0.3769169910083292,0.8780072959925747,0.8781380619911943
0,0.13,15,0.04,0.04,1000000000,0.3740169340017019,0.9080310849967645,0.8799042260070564
0,0.13,15,0.04,0.04,1000000000,0.37508014199556783,0.8712588700000197,0.8728830949985422
0,0.13,15,0.04,0.04,1000000000,0.3757397699955618,0.8722020630084444,0.9867136079992633
0,0.13,15,0.04,0.04,1000000000,0.3738231469906168,0.8752012600016315,0.8810495609941427
0,0.13,15,0.04,0.04,1000000000,0.37666737200925127,0.8750721670076018,0.877470920997439
0,0.13,20,0.04,0.04,1000000000,0.678224881994538,1.702658068999881,1.683744089998072
0,0.13,20,0.04,0.04,1000000000,0.6682193740125513,1.7028480029985076,1.6616320220055059
0,0.13,20,0.04,0.04,1000000000,0.6686344659974566,1.6706730199948652,1.7065188810083782
0,0.13,20,0.04,0.04,1000000000,0.6672675620066002,1.682158540992532,1.831747390999226
0,0.13,20,0.04,0.04,1000000000,0.675819712007069,1.6740829310001573,1.6716595460020471
0,0.13,20,0.04,0.04,1000000000,0.6726523920078762,1.7015403749974212,1.6695370970119257
0,0.13,20,0.04,0.04,1000000000,0.6764387520088349,1.7061169339867774,1.6718423629936296
0,0.13,20,0.04,0.04,1000000000,0.6656193200033158,1.6782850589952432,1.6771084800129756
0,0.13,20,0.04,0.04,1000000000,0.6679315779911121,1.6783344850118738,1.6922273979871534
0,0.13,20,0.04,0.04,1000000000,0.6691878929996165,1.704011198002263,1.6834557370020775
0,0.13,20,0.04,0.04,1000000000,0.6912889439990977,1.6992241769912653,1.7060667429905152
0,0.13,20,0.04,0.04,1000000000,0.6660553149995394,1.6731027839996386,1.6686301179870497
0,0.13,20,0.04,0.04,1000000000,0.6667038229934406,1.7035114769969368,1.6798183000064455
0,0.13,20,0.04,0.04,1000000000,0.673459573998116,1.6802079639892327,1.6787306339974748
0,0.13,20,0.04,0.04,1000000000,0.6693857000063872,1.6661928660032572,1.695706059996155
0,0.13,20,0.04,0.04,1000000000,0.6712638960016193,1.662360261005233,1.6612588900025003
0,0.13,20,0.04,0.04,1000000000,0.6715263249934651,2.007808505994035,1.6613027479907032
0,0.13,20,0.04,0.04,1000000000,0.6623295250028605,1.673577381996438,1.6896606189984595
0,0.13,20,0.04,0.04,1000000000,0.6760601770074572,1.6956442920054542,1.7140839159983443
0,0.13,20,0.04,0.04,1000000000,0.6754478310031118,1.6756070289993659,1.6623866520094452
0,0.13,25,0.04,0.04,1000000000,1.0635660949919838,3.166279601995484,3.1031826510006795
0,0.13,25,0.04,0.04,1000000000,1.038792042993009,3.0635298090055585,3.054314376000548
0,0.13,25,0.04,0.04,1000000000,1.0469508429960115,3.0998392199981026,3.0828021880006418
0,0.13,25,0.04,0.04,1000000000,1.0442889179976191,3.0996878939913586,3.0522285909974016
0,0.13,25,0.04,0.04,1000000000,1.0434324730013032,3.1077200889994856,3.0851373439945746
0,0.13,25,0.04,0.04,1000000000,1.0431508780020522,3.0378523420076817,3.0655238200124586
0,0.13,25,0.04,0.04,1000000000,1.0413868729956448,3.061852002996602,3.0643917370034615
0,0.13,25,0.04,0.04,1000000000,1.0491561660019215,3.092037711990997,3.0557944709871663
0,0.13,25,0.04,0.04,1000000000,1.0414699979883153,3.0730029539990937,3.0966209110047203
0,0.13,25,0.04,0.04,1000000000,1.0444979989988497,3.0838588689948665,3.0726122579944786
0,0.13,25,0.04,0.04,1000000000,1.0431371580052655,3.1113387959921965,3.071891294006491
0,0.13,25,0.04,0.04,1000000000,1.0489991549984552,3.082130598995718,3.105161148996558
0,0.13,25,0.04,0.04,1000000000,1.0542813609936275,3.077538719997392,3.081792013006634
0,0.13,25,0.04,0.04,1000000000,1.0504219220019877,3.0953326189919608,3.09888220699213
0,0.13,25,0.04,0.04,1000000000,1.0577331289969152,3.093721781988279,3.073235035990365
0,0.13,25,0.04,0.04,1000000000,1.058610616993974,3.072922464009025,3.107103850998101
0,0.13,25,0.04,0.04,1000000000,1.051520110006095,3.0854799410008127,3.0883969759888714
0,0.13,25,0.04,0.04,1000000000,1.0476639340049587,3.1015793919941643,3.1100568709953222
0,0.13,25,0.04,0.04,1000000000,1.086770484005683,3.0977893600065727,3.084470120986225
0,0.13,25,0.04,0.04,1000000000,1.0580562890099827,3.0751851329987403,3.0745752880029613
0,0.13,50,0.04,0.04,1000000000,4.3298548409948125,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,5.483141117991181,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,6.724085283000022,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,5.305903123997268,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,7.780215820996091,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,7.4226809719984885,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,5.626333774998784,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,7.021435046000988,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,10.754902380998828,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,12.531518231000518,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,9.136072731998865,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,12.549468486002297,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,10.400857750006253,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,9.78214776099776,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,8.67496772200684,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,7.400022884001373,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,12.80748738598777,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,15.793440887006,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,13.724551592997159,1000000000,1000000000
0,0.13,50,0.04,0.04,1000000000,13.657994844004861,1000000000,1000000000
