,distance,number of catalogs,sigma 1,sigma 2,miqcp runtime,chainbreaker runtime,copkmeans runtime,kmeans runtime
0,0.13,50,0.04,0.04,1000000000,4.358961951002129,0.010739470002590679,0.020320813011494465
0,0.13,50,0.04,0.04,1000000000,4.4577177119936096,0.010847351994016208,0.01978477400552947
0,0.13,50,0.04,0.04,1000000000,4.486521794999135,0.010563953997916542,0.03091406699968502
0,0.13,50,0.04,0.04,1000000000,4.486686609001481,0.010647867995430715,0.019361484999535605
0,0.13,50,0.04,0.04,1000000000,4.356732230997295,0.010512235006899573,0.019414600988966413
0,0.13,50,0.04,0.04,1000000000,4.495461387996329,0.01048003599862568,0.019587710994528607
0,0.13,50,0.04,0.04,1000000000,4.445619803998852,0.010382168009527959,0.01969118299894035
0,0.13,50,0.04,0.04,1000000000,4.4785042670118855,0.010319588996935636,0.019388052009162493
0,0.13,50,0.04,0.04,1000000000,4.48590451500786,0.010502406003070064,0.01932282700727228
0,0.13,50,0.04,0.04,1000000000,4.377333768992685,0.010599974993965589,0.019872200005920604
0,0.13,50,0.04,0.04,1000000000,4.367952165004681,0.010546232995693572,0.01939825499721337
0,0.13,100,0.04,0.04,1000000000,17.989397974000894,0.020142292996752076,0.020333737003966235
0,0.13,100,0.04,0.04,1000000000,18.32711605601071,0.020145728005445562,0.020688054006313905
0,0.13,100,0.04,0.04,1000000000,18.391061949994764,0.019724975994904526,0.02041489900148008
0,0.13,100,0.04,0.04,1000000000,18.432772738000494,0.020134425998548977,0.020272888999897987
0,0.13,100,0.04,0.04,1000000000,18.09084126900416,0.020125536000705324,0.020274310998502187
0,0.13,100,0.04,0.04,1000000000,18.05719653000415,0.02060900400101673,0.027486432998557575
0,0.13,100,0.04,0.04,1000000000,18.57946456600621,0.02023651399940718,0.021029412004281767
0,0.13,100,0.04,0.04,1000000000,18.04998687999614,0.020360030001029372,0.020618088004994206
0,0.13,100,0.04,0.04,1000000000,18.10501029100851,0.02014771700487472,0.020649226004024968
0,0.13,100,0.04,0.04,1000000000,18.11092829600966,0.02033514899085276,0.0209555700130295
0,0.13,100,0.04,0.04,1000000000,18.03193170198938,0.02103243400051724,0.020905193989165127
0,0.13,100,0.04,0.04,1000000000,18.10791021400655,0.020382483999128453,0.02112228599435184
0,0.13,100,0.04,0.04,1000000000,18.037705830996856,0.02070637998986058,0.027456309006083757
0,0.13,100,0.04,0.04,1000000000,18.630404459996498,0.02080138199380599,0.020990559991332702
0,0.13,100,0.04,0.04,1000000000,18.611635878987727,0.020426955001312308,0.02098886999010574
0,0.13,100,0.04,0.04,1000000000,18.37033290800173,0.02040676098840777,0.02089882300060708
0,0.13,100,0.04,0.04,1000000000,18.578190878994064,0.020498743004282005,0.020552436006255448
0,0.13,100,0.04,0.04,1000000000,18.566888978006318,0.02080435999960173,0.020483114989474416
0,0.13,100,0.04,0.04,1000000000,18.575977465996402,0.020904888995573856,0.02045143800205551
0,0.13,100,0.04,0.04,1000000000,18.590288799998234,0.020254132003174163,0.020816561998799443
