,distance,number of catalogs,sigma 1,sigma 2,miqcp runtime,chainbreaker runtime,copkmeans runtime,kmeans runtime
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11567731299146544,0.6688510099920677
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11067551698943134,0.6611612400010927
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11532706599973608,0.6658152720046928
0,0.13,15,0.04,0.04,1000000000,1000000000,0.10724193499481771,0.6516156109864824
0,0.13,15,0.04,0.04,1000000000,1000000000,0.10977103799814358,0.6836556429916527
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11088944700895809,0.6888575929915532
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11141132700140588,0.6784675359958783
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11248328500369098,0.6762174169998616
0,0.13,15,0.04,0.04,1000000000,1000000000,0.11120959400432184,0.7095050640054978
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1440681690000929,0.7101591050013667
0,0.13,20,0.04,0.04,1000000000,1000000000,0.133992795002996,0.673299659989425
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12612873999751173,0.6683378489979077
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12960410899540875,0.7515733320033178
0,0.13,20,0.04,0.04,1000000000,1000000000,0.13090823599486612,0.6887153400020907
0,0.13,20,0.04,0.04,1000000000,1000000000,0.131022314002621,0.6883343499939656
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1323004299920285,0.7550294200045755
0,0.13,20,0.04,0.04,1000000000,1000000000,0.13089164601115044,0.7086330030142562
0,0.13,20,0.04,0.04,1000000000,1000000000,0.13522050699975807,0.6948532160022296
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1319234080001479,0.6889396100013983
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12936985099804588,0.677419853003812
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1247727800073335,0.6892042100080289
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1328426039981423,0.7117381139978534
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12866781899356283,0.6870388520037523
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12496572099917103,0.6794823889940744
0,0.13,20,0.04,0.04,1000000000,1000000000,0.13049096601025667,0.6602161300106673
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1262001120048808,0.6720703580067493
0,0.13,20,0.04,0.04,1000000000,1000000000,0.12359010400541592,0.6957515480025904
0,0.13,20,0.04,0.04,1000000000,1000000000,0.1355509060085751,0.7219656789966393
0,0.13,20,0.04,0.04,1000000000,1000000000,0.13230572998872958,0.6864106289867777
0,0.13,25,0.04,0.04,1000000000,1000000000,0.17622713900345843,0.7377722009987338
0,0.13,25,0.04,0.04,1000000000,1000000000,0.15352918600547127,0.6967421120061772
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14986527001019567,0.6921439229918178
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14459151799383108,0.6893360480025876
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14629270700970665,0.7361191429954488
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14702757100167219,0.6818306369968923
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14870168699417263,0.7259763850015588
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14637847100675572,0.6939496579871047
0,0.13,25,0.04,0.04,1000000000,1000000000,0.15492013200127985,0.6907440689974464
0,0.13,25,0.04,0.04,1000000000,1000000000,0.1572296300000744,0.7147116799897049
0,0.13,25,0.04,0.04,1000000000,1000000000,0.15455648899660446,0.7156242269993527
0,0.13,25,0.04,0.04,1000000000,1000000000,0.1555701110046357,0.6841965299972799
0,0.13,25,0.04,0.04,1000000000,1000000000,0.15300363600545097,0.7115159029926872
0,0.13,25,0.04,0.04,1000000000,1000000000,0.15065207399311475,0.7269097579992376
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14978915800747927,0.7111486609937856
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14590697298990563,0.7018246730003739
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14913500400143676,0.6831183610047447
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14387191900459584,0.6900916140002664
0,0.13,25,0.04,0.04,1000000000,1000000000,0.14648914699500892,0.711817383999005
0,0.13,25,0.04,0.04,1000000000,1000000000,0.156616699998267,0.7201738550065784
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25189870499889366,0.7797993919957662
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25708218599902466,0.8030712580075487
0,0.13,50,0.04,0.04,1000000000,1000000000,0.242984375989181,0.7619588899979135
0,0.13,50,0.04,0.04,1000000000,1000000000,0.28075704000366386,0.7927335790009238
0,0.13,50,0.04,0.04,1000000000,1000000000,0.6060669290018268,0.7560663710028166
0,0.13,50,0.04,0.04,1000000000,1000000000,0.24199453099572565,0.8363565469917376
0,0.13,50,0.04,0.04,1000000000,1000000000,0.24843563701142557,0.7592144279915374
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2644700929959072,0.7894140490097925
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25676239900349174,0.7857412900048075
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2584540910029318,0.7917605020047631
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25723981601186097,0.852180337999016
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25758075999328867,0.7855125939968275
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2640192979888525,0.7822807100019418
0,0.13,50,0.04,0.04,1000000000,1000000000,0.24759105399425607,0.7853179829980945
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2516899109905353,0.7696833130030427
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2575389019912109,0.79145919700386
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25641192600596696,0.7822509490069933
0,0.13,50,0.04,0.04,1000000000,1000000000,0.2288943930034293,0.7767415359994629
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25485678599216044,0.7789647070021601
0,0.13,50,0.04,0.04,1000000000,1000000000,0.25993992199073546,0.799706759993569
0,0.13,100,0.04,0.04,1000000000,1000000000,0.43032012999174185,0.9026035170099931
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4426490659971023,0.8901142059912672
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4875843210029416,0.8961189980036579
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4340156700054649,0.9283272430038778
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4597515939967707,0.9202258179866476
0,0.13,100,0.04,0.04,1000000000,1000000000,0.42576965200714767,0.8678353099967353
0,0.13,100,0.04,0.04,1000000000,1000000000,0.45176454199827276,0.8968228239973541
0,0.13,100,0.04,0.04,1000000000,1000000000,0.39956557199184317,0.9086701889900723
0,0.13,100,0.04,0.04,1000000000,1000000000,0.48056584200821817,0.8832123320025858
0,0.13,100,0.04,0.04,1000000000,1000000000,0.43353209100314416,0.9409365900064586
0,0.13,100,0.04,0.04,1000000000,1000000000,0.49492609899607487,0.9098645410122117
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4888141189876478,0.8829135400010273
0,0.13,100,0.04,0.04,1000000000,1000000000,0.43111871600558516,0.8866718229983235
0,0.13,100,0.04,0.04,1000000000,1000000000,0.43392800199217163,0.8852233090001391
0,0.13,100,0.04,0.04,1000000000,1000000000,0.5177252249995945,0.8789858859963715
0,0.13,100,0.04,0.04,1000000000,1000000000,0.45217481900181156,0.9064795430022059
0,0.13,100,0.04,0.04,1000000000,1000000000,0.40205161600897554,0.906535738002276
0,0.13,100,0.04,0.04,1000000000,1000000000,0.39879638400452677,0.8684824999945704
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4539472210017266,0.9324578530067811
0,0.13,100,0.04,0.04,1000000000,1000000000,0.4541051980049815,0.8865893379988847
0,0.13,150,0.04,0.04,1000000000,1000000000,0.5781721599996672,1.0847549029999755
0,0.13,150,0.04,0.04,1000000000,1000000000,0.5998077389999708,1.0587887860001501
0,0.13,150,0.04,0.04,1000000000,1000000000,0.7549087959996541,1.0348547509997843
0,0.13,150,0.04,0.04,1000000000,1000000000,0.7964907670002503,0.9869343780001145
0,0.13,150,0.04,0.04,1000000000,1000000000,0.5810905919997822,1.0693678799998452
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6352332280002884,1.0507818719997886
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6592155200000889,1.022650115000033
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6284981620001417,1.0598654370000986
0,0.13,150,0.04,0.04,1000000000,1000000000,0.638435061999644,1.0396929139997155
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6267596440002308,1.001145340000221
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6959609390000878,1.0420047580000755
0,0.13,150,0.04,0.04,1000000000,1000000000,0.618167473000085,1.019367697999769
0,0.13,150,0.04,0.04,1000000000,1000000000,0.7556148939997911,1.0379461170000468
0,0.13,150,0.04,0.04,1000000000,1000000000,0.5837488859997393,1.054627241000162
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6207680170000458,0.977354022000327
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6900948309998967,1.0216469699998925
0,0.13,150,0.04,0.04,1000000000,1000000000,0.6193817600001239,1.0692684759997064
0,0.13,150,0.04,0.04,1000000000,1000000000,0.706300175999786,1.037228396000046
0,0.13,150,0.04,0.04,1000000000,1000000000,0.666712773999734,1.0015614019998793
0,0.13,150,0.04,0.04,1000000000,1000000000,0.7129152050001721,1.043239746999916
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8481782559997555,1.1398041080001349
0,0.13,200,0.04,0.04,1000000000,1000000000,1.0459454389997518,1.1120549080001183
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9322120619999623,1.097446158999901
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8482887310001388,1.0666210469998987
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9783342239998092,1.0916978169998401
0,0.13,200,0.04,0.04,1000000000,1000000000,1.178473139000289,1.121678632000112
0,0.13,200,0.04,0.04,1000000000,1000000000,1.0042589249997036,1.118540431999918
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9299354989998392,1.0868992229998184
0,0.13,200,0.04,0.04,1000000000,1000000000,1.114663624000059,1.0826654279999275
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9374975270002324,1.130617085999802
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8998641840003074,1.0868552800002362
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8501172929995846,1.1196091609999712
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9762100570001166,1.1116244689997075
0,0.13,200,0.04,0.04,1000000000,1000000000,0.998592151000139,1.1046059959999184
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9178430859997206,1.0417564250001305
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8951426680000623,1.0613153750000492
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9787680529998397,1.126481105000039
0,0.13,200,0.04,0.04,1000000000,1000000000,1.0426066909999463,1.075032000000192
0,0.13,200,0.04,0.04,1000000000,1000000000,0.9201939340000536,1.0963333219997367
0,0.13,200,0.04,0.04,1000000000,1000000000,0.8478059030003351,1.0669846600003439
0,0.13,300,0.04,0.04,1000000000,1000000000,1.5641963319999377,1.1813269250001213
0,0.13,300,0.04,0.04,1000000000,1000000000,1.340109135000148,1.2328734049997365
0,0.13,300,0.04,0.04,1000000000,1000000000,1.42897326100001,1.2070801380000376
0,0.13,300,0.04,0.04,1000000000,1000000000,1.7020320779997746,1.2450524529999711
0,0.13,300,0.04,0.04,1000000000,1000000000,1.47528623900007,1.2038953780001975
0,0.13,300,0.04,0.04,1000000000,1000000000,1.7173484589998225,1.2367957189999288
0,0.13,300,0.04,0.04,1000000000,1000000000,1.1991272540003592,1.2270243230000233
0,0.13,300,0.04,0.04,1000000000,1000000000,1.4134464230000958,1.2367780219997258
0,0.13,300,0.04,0.04,1000000000,1000000000,1.8422096449999117,1.238608824000039
0,0.13,300,0.04,0.04,1000000000,1000000000,1.566829351999786,1.181688215000122
0,0.13,300,0.04,0.04,1000000000,1000000000,1.5105451019999236,1.248807093999858
0,0.13,300,0.04,0.04,1000000000,1000000000,1.2354439789996832,1.2693112990000373
0,0.13,300,0.04,0.04,1000000000,1000000000,1.8879326530000071,1.3839497109997865
0,0.13,300,0.04,0.04,1000000000,1000000000,1.653709161000279,1.4012216060000355
0,0.13,300,0.04,0.04,1000000000,1000000000,1.3697760189998007,1.3493267520002519
0,0.13,300,0.04,0.04,1000000000,1000000000,1.5304355019998184,1.3927503509999042
0,0.13,300,0.04,0.04,1000000000,1000000000,1.503018473999873,1.251987463000205
0,0.13,300,0.04,0.04,1000000000,1000000000,1.2361168580000594,1.3471159420000731
0,0.13,300,0.04,0.04,1000000000,1000000000,1.6897644350001428,1.262739910000164
0,0.13,300,0.04,0.04,1000000000,1000000000,1.5286563519998708,1.3078482870000698
0,0.13,400,0.04,0.04,1000000000,1000000000,2.0091841790003855,1.4605907240002125
0,0.13,400,0.04,0.04,1000000000,1000000000,2.0114996689999316,1.5293003889996726
0,0.13,400,0.04,0.04,1000000000,1000000000,2.232632955999634,1.6097880850002184
0,0.13,400,0.04,0.04,1000000000,1000000000,1.9984461940002802,1.3759928880003827
0,0.13,400,0.04,0.04,1000000000,1000000000,2.0576660680003442,1.381376236000051
0,0.13,400,0.04,0.04,1000000000,1000000000,2.141405746000146,1.3430996409997533
0,0.13,400,0.04,0.04,1000000000,1000000000,2.063321397999971,1.4654497810001885
0,0.13,400,0.04,0.04,1000000000,1000000000,3.177333431000079,1.5475256479999189
0,0.13,400,0.04,0.04,1000000000,1000000000,2.4711295870001777,1.5664098730003388
0,0.13,400,0.04,0.04,1000000000,1000000000,2.203837964000286,1.464011009999922
0,0.13,400,0.04,0.04,1000000000,1000000000,2.4418250710000393,1.3488006030001998
0,0.13,400,0.04,0.04,1000000000,1000000000,2.5763877009999305,1.4544732290000866
0,0.13,400,0.04,0.04,1000000000,1000000000,2.381356735999816,1.4593791920001422
0,0.13,400,0.04,0.04,1000000000,1000000000,1.8886499589998493,1.3204429829997935
0,0.13,400,0.04,0.04,1000000000,1000000000,1.9425147100000686,1.373132220000116
0,0.13,400,0.04,0.04,1000000000,1000000000,2.353683778999766,1.344477206999727
0,0.13,400,0.04,0.04,1000000000,1000000000,2.1557577459998356,1.3412262639999426
0,0.13,400,0.04,0.04,1000000000,1000000000,1.9400726899998517,1.4226606050001465
0,0.13,400,0.04,0.04,1000000000,1000000000,2.533548966000126,1.42082024299998
0,0.13,400,0.04,0.04,1000000000,1000000000,1.8439637650003533,1.3680213130000993
0,0.13,500,0.04,0.04,1000000000,1000000000,2.8077294780000557,1.4935145859999466
0,0.13,500,0.04,0.04,1000000000,1000000000,3.3871489749999455,1.4459824569999
0,0.13,500,0.04,0.04,1000000000,1000000000,2.6808405090000633,1.393721768999967
0,0.13,500,0.04,0.04,1000000000,1000000000,3.2497464429998217,1.4080883599999652
0,0.13,500,0.04,0.04,1000000000,1000000000,3.2141046169999754,1.5418893599999137
0,0.13,500,0.04,0.04,1000000000,1000000000,3.6015429970002515,1.4656408370001373
0,0.13,500,0.04,0.04,1000000000,1000000000,3.423286411999925,1.5101994039996498
0,0.13,500,0.04,0.04,1000000000,1000000000,2.510959759999878,1.4684581050000816
0,0.13,500,0.04,0.04,1000000000,1000000000,2.808537206999972,1.4975567169999522
0,0.13,500,0.04,0.04,1000000000,1000000000,2.6676529359997403,1.5131358609996823
0,0.13,500,0.04,0.04,1000000000,1000000000,2.898560740999983,1.4489685650000865
0,0.13,500,0.04,0.04,1000000000,1000000000,2.5523706230001153,1.496652549999908
0,0.13,500,0.04,0.04,1000000000,1000000000,2.899035801000082,1.4649508049997166
0,0.13,500,0.04,0.04,1000000000,1000000000,3.8777079440001216,1.413340774000062
0,0.13,500,0.04,0.04,1000000000,1000000000,3.221011288000227,1.429198684000312
0,0.13,500,0.04,0.04,1000000000,1000000000,3.2240883019999274,1.4429144499999893
0,0.13,500,0.04,0.04,1000000000,1000000000,6.036245371000405,1.4305311530001745
0,0.13,500,0.04,0.04,1000000000,1000000000,2.469035810999685,1.4001769970000169
0,0.13,500,0.04,0.04,1000000000,1000000000,2.5016630730001452,1.462865001999944
0,0.13,500,0.04,0.04,1000000000,1000000000,2.404456219000167,1.4876431560001038
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.365967136000108,1.9663771470000029
0,0.13,1000,0.04,0.04,1000000000,1000000000,8.331539045999762,2.1091066359999786
0,0.13,1000,0.04,0.04,1000000000,1000000000,6.304101830000036,2.071928717999981
0,0.13,1000,0.04,0.04,1000000000,1000000000,6.068983571999979,2.061795209000138
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.431788560000314,2.1291739650000636
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.160194148999835,2.0597947940000267
0,0.13,1000,0.04,0.04,1000000000,1000000000,6.54913012499992,1.9421081810000942
0,0.13,1000,0.04,0.04,1000000000,1000000000,14.531169655000213,2.1423354240000663
0,0.13,1000,0.04,0.04,1000000000,1000000000,8.604206821999924,2.0521971029997985
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.044511497000258,2.1411274490001233
0,0.13,1000,0.04,0.04,1000000000,1000000000,9.149745341999733,2.0299191859999155
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.242015297000307,2.062524793999728
0,0.13,1000,0.04,0.04,1000000000,1000000000,6.835798712999804,2.0180194320000737
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.642425812000056,2.0292863609997767
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.209104590000152,2.017415138999695
0,0.13,1000,0.04,0.04,1000000000,1000000000,6.885457617999691,2.0353338410000106
0,0.13,1000,0.04,0.04,1000000000,1000000000,7.079368698000053,2.038246002000051
0,0.13,1000,0.04,0.04,1000000000,1000000000,8.191721077000238,1.9628315230002045
0,0.13,1000,0.04,0.04,1000000000,1000000000,8.301668741999947,1.986607298999843
0,0.13,1000,0.04,0.04,1000000000,1000000000,8.259440956000162,2.105501428000025
0,0.13,5000,0.04,0.04,1000000000,1000000000,59.35399121399996,16.77080033900029
0,0.13,5000,0.04,0.04,1000000000,1000000000,57.93703328899983,17.505744641000092
0,0.13,5000,0.04,0.04,1000000000,1000000000,65.83205710900029,18.739604899999904
0,0.13,5000,0.04,0.04,1000000000,1000000000,62.11262919899991,16.20133459500039
0,0.13,5000,0.04,0.04,1000000000,1000000000,51.71704631600005,16.908340509000027
0,0.13,5000,0.04,0.04,1000000000,1000000000,56.29512129400018,17.336458099000083
0,0.13,5000,0.04,0.04,1000000000,1000000000,80.84064287399997,18.573744999000155
0,0.13,5000,0.04,0.04,1000000000,1000000000,64.58564388399964,16.939389223000035
0,0.13,5000,0.04,0.04,1000000000,1000000000,55.53478968499985,16.997922937000112
0,0.13,5000,0.04,0.04,1000000000,1000000000,52.331450999000026,18.011122979999982
0,0.13,5000,0.04,0.04,1000000000,1000000000,63.30837570800031,16.842513386000064
0,0.13,5000,0.04,0.04,1000000000,1000000000,64.23755024599996,17.121042092999687
0,0.13,5000,0.04,0.04,1000000000,1000000000,45.40169412999967,16.57750148500054
0,0.13,5000,0.04,0.04,1000000000,1000000000,59.27744670300035,16.575818251999408
0,0.13,5000,0.04,0.04,1000000000,1000000000,61.943508166000356,17.116456613000082
0,0.13,5000,0.04,0.04,1000000000,1000000000,67.42114173200025,17.10565837500053
0,0.13,5000,0.04,0.04,1000000000,1000000000,76.89343465399998,16.23834685899965
0,0.13,5000,0.04,0.04,1000000000,1000000000,63.15318648200082,16.587097141999948
0,0.13,5000,0.04,0.04,1000000000,1000000000,56.80107434399997,19.24530444100037
0,0.13,5000,0.04,0.04,1000000000,1000000000,58.33586896499946,15.667481810999561
0,0.13,10000,0.04,0.04,1000000000,1000000000,185.29784081199978,20.51486243799991
0,0.13,10000,0.04,0.04,1000000000,1000000000,155.9932172359995,22.062074634000055
0,0.13,10000,0.04,0.04,1000000000,1000000000,117.41353200599951,20.151333297999372
0,0.13,10000,0.04,0.04,1000000000,1000000000,146.53056986699994,20.127039751000666
0,0.13,10000,0.04,0.04,1000000000,1000000000,118.92481896399931,20.825730943000053
0,0.13,10000,0.04,0.04,1000000000,1000000000,179.1913312480001,21.27034125299997
0,0.13,10000,0.04,0.04,1000000000,1000000000,167.2659340299997,19.916504609000185
0,0.13,10000,0.04,0.04,1000000000,1000000000,125.59671266900023,19.771779253000204
0,0.13,10000,0.04,0.04,1000000000,1000000000,168.83287779500006,19.234123420999822
0,0.13,10000,0.04,0.04,1000000000,1000000000,150.49333754300005,19.41790273799961
0,0.13,10000,0.04,0.04,1000000000,1000000000,149.07175886999994,21.573856645000888
0,0.13,10000,0.04,0.04,1000000000,1000000000,136.9577994150004,19.25868230299966
0,0.13,10000,0.04,0.04,1000000000,1000000000,145.14608503300042,19.31217494900011
0,0.13,10000,0.04,0.04,1000000000,1000000000,155.02109099599966,19.354554443999405
0,0.13,10000,0.04,0.04,1000000000,1000000000,170.81221886299954,19.875147973999447
0,0.13,10000,0.04,0.04,1000000000,1000000000,131.07480487500015,19.966866991999268
0,0.13,10000,0.04,0.04,1000000000,1000000000,204.18708846900063,20.757299460000468
0,0.13,10000,0.04,0.04,1000000000,1000000000,112.6438074939997,18.556618841000272
0,0.13,10000,0.04,0.04,1000000000,1000000000,192.015010352,19.577878890000648
0,0.13,10000,0.04,0.04,1000000000,1000000000,126.19616425799995,20.59997683200072
