MatchID,SubID,RA,Dec,ImageID,SourceID,X,Y,Z,sigma
4000710334517,0,269.749757968805,-29.186607580826,22819,4001061039486,-0.00381284755065412,-0.873027553978876,-0.487655977290566,0.0365499997138977
4000710334517,0,269.749757968805,-29.186607580826,44893,4001212780699,-0.00381374809070677,-0.873027644143763,-0.487655808830667,0.0640500020980835
4000710334517,0,269.749757968805,-29.186607580826,44893,4001212780710,-0.00381207095799679,-0.873027764638166,-0.487655606228308,0.0384999990463257
4000710334517,0,269.749757968805,-29.186607580826,44909,4001120525362,-0.00381276963188228,-0.873027786887227,-0.487655560934687,0.0339499998092651
4000710334517,0,269.749757968805,-29.186607580826,44923,4001152086466,-0.00381282024272953,-0.873027770206009,-0.487655590402613,0.0160500001907349
4000710334517,0,269.749757968805,-29.186607580826,44938,4000849657596,-0.0038127783686142,-0.873027771727281,-0.487655588006546,0.0532499980926514
4000710334517,0,269.749757968805,-29.186607580826,44953,4001274255120,-0.003812803988726,-0.87302777404594,-0.487655583655243,0.0152499997615814
4000710334517,0,269.749757968805,-29.186607580826,44976,4000840058972,-0.00381280742464389,-0.873027779434275,-0.487655573981885,0.0142499995231628
4000710334517,0,269.749757968805,-29.186607580826,44987,4000964796213,-0.00381275003136676,-0.87302772468543,-0.487655672444994,0.0217000007629395
4000710334517,0,269.749757968805,-29.186607580826,45001,4001192619113,-0.0038125508823034,-0.873027728478412,-0.487655667211602,0.0308500003814697
4000710334517,0,269.749757968805,-29.186607580826,45016,4000941142410,-0.00381449328188257,-0.873027650532457,-0.487655791564892,0.0303999996185303
4000710334517,0,269.749757968805,-29.186607580826,45016,4000941142451,-0.00381281159770969,-0.873027773631874,-0.487655584337034,0.0368499994277954
4000710334517,0,269.749757968805,-29.186607580826,45030,4000775041143,-0.00381277943058282,-0.873027764051114,-0.487655601740538,0.0166499996185303
4000710334517,0,269.749757968805,-29.186607580826,45045,4001047873639,-0.00381274006350831,-0.873027705696001,-0.487655706518836,0.0233500003814697
4000710334517,0,269.749757968805,-29.186607580826,45060,4001047325903,-0.00381255833713677,-0.873027701992945,-0.487655714569043,0.0449499988555908
4000710334517,0,269.749757968805,-29.186607580826,45083,4000858163666,-0.00381279628837621,-0.873027738266192,-0.487655647770309,0.04375
4000710334517,0,269.749757968805,-29.186607580826,45119,4000900905214,-0.00381239110177235,-0.873027720162028,-0.487655683349204,0.0411999988555908
4000710334517,0,269.749757968805,-29.186607580826,45152,4000802297923,-0.00381275936552427,-0.873027755388639,-0.487655617405455,0.0179999995231628
4000710334517,0,269.749757968805,-29.186607580826,45162,4000963530592,-0.0038145038172672,-0.873027629816502,-0.487655828569298,0.0569500017166138
4000710334517,0,269.749757968805,-29.186607580826,45162,4000963530811,-0.00381281443730337,-0.873027735079321,-0.487655653333722,0.0200500011444092
4000710334517,0,269.749757968805,-29.186607580826,45172,4000975099805,-0.0038127993722896,-0.873027742205276,-0.487655640694235,0.0545499992370606
4000710334517,0,269.749757968805,-29.186607580826,45205,4001070386950,-0.00381433261273384,-0.873027597682754,-0.487655887436006,0.0284999990463257
4000710334517,0,269.749757968805,-29.186607580826,45205,4001070395705,-0.00381278662723444,-0.873027739770037,-0.487655645153582,0.0383500003814697
4000710334517,0,269.749757968805,-29.186607580826,45214,4001216805992,-0.00381291853977401,-0.873027702095635,-0.487655711568955,0.041399998664856
4000710334517,0,269.749757968805,-29.186607580826,45223,4001212458425,-0.00381420234223811,-0.873027607888768,-0.487655870183583,0.0222000002861023
4000710334517,0,269.749757968805,-29.186607580826,45223,4001212458426,-0.00381277973260419,-0.873027739220742,-0.487655646190865,0.0353500008583069
4000710334517,0,269.749757968805,-29.186607580826,45259,4000711205107,-0.00381278722576631,-0.873027739790645,-0.487655645112009,0.0174000000953674
4000710334517,0,269.749757968805,-29.186607580826,45293,4000950486578,-0.00381440222647346,-0.873027613327955,-0.487655858882623,0.0395499992370606
4000710334517,0,269.749757968805,-29.186607580826,45293,4000950486719,-0.003812757062322,-0.873027725199291,-0.487655671470081,0.0210500001907349
4000710334517,0,269.749757968805,-29.186607580826,45332,4001003184232,-0.00381274231198165,-0.873027778757026,-0.487655575703421,0.0141499996185303
4000710334517,0,269.749757968805,-29.186607580826,45340,4001007207776,-0.0038127587546199,-0.873027753680668,-0.487655620467935,0.0176499998569489
4000710334517,0,269.749757968805,-29.186607580826,45349,4001159288739,-0.00381431000797686,-0.873027613387547,-0.487655859497255,0.030550000667572
4000710334517,0,269.749757968805,-29.186607580826,45349,4001159288743,-0.00381274252560299,-0.873027718116564,-0.48765568426362,0.0207500004768372
4000710334517,0,269.749757968805,-29.186607580826,45385,4001225614474,-0.00381367036750142,-0.873027654484895,-0.48765579092525,0.0728499984741211
4000710334517,0,269.749757968805,-29.186607580826,45412,4001113134207,-0.00381451639621626,-0.873027612384872,-0.487655859677942,0.0419500017166138
4000710334517,0,269.749757968805,-29.186607580826,45412,4001113134263,-0.00381277368954328,-0.873027718731097,-0.487655682919792,0.0357500004768372
4000710334517,0,269.749757968805,-29.186607580826,45429,4000949490985,-0.00381276162591318,-0.873027765241657,-0.48765559974837,0.0360999989509583
4000710334517,0,269.749757968805,-29.186607580826,61357,4001003325453,-0.00381277749170819,-0.873027752008368,-0.487655623315279,0.0686000013351441
4000710334517,0,269.749757968805,-29.186607580826,61393,4001232119193,-0.00381282428826658,-0.873027742337398,-0.487655640262893,0.0356500005722046
4000710334517,0,269.749757968805,-29.186607580826,1018331,6000331831939,-0.00381282783787493,-0.873027824711136,-0.487655492765149,0.00815999984741211
4000710334517,0,269.749757968805,-29.186607580826,1018333,6000288644014,-0.00381280941882375,-0.873027821077529,-0.487655499414246,0.008
4000710334517,0,269.749757968805,-29.186607580826,1018422,6000162115454,-0.00381282805376323,-0.873027823707781,-0.487655494559723,0.008
4000710334517,0,269.749757968805,-29.186607580826,1034174,4001176093497,-0.00381282606065107,-0.873027807384841,-0.487655523797535,0.0112000000476837
4000710334517,0,269.749757968805,-29.186607580826,1034392,4001221003679,-0.00381283947574485,-0.873027787742101,-0.487655558858161,0.0130499994754791
4000710334517,0,269.749757968805,-29.186607580826,1040716,4000837904293,-0.00381280413425943,-0.873027763018998,-0.487655603395139,0.0115499997138977
4000710334517,0,269.749757968805,-29.186607580826,1040738,4001080357821,-0.00381453561027212,-0.873027702720626,-0.487655697803711,0.01
4000710334517,0,269.749757968805,-29.186607580826,1040738,4001080357827,-0.0038128657809263,-0.873027749955132,-0.48765562630079,0.0134500002861023
4000710334517,0,269.749757968805,-29.186607580826,1040784,4000865010510,-0.00381284492781257,-0.873027863609829,-0.487655422992932,0.02
4000710334517,0,269.749757968805,-29.186607580826,1040790,4000983898445,-0.00381284589072658,-0.87302783651052,-0.487655471500089,0.0283500003814697
4000710334517,0,269.749757968805,-29.186607580826,1040805,4000783010931,-0.00381281221011018,-0.873027847182251,-0.487655452658303,0.0146000003814697
4000710334517,0,269.749757968805,-29.186607580826,1040831,4000909298027,-0.00381453583312734,-0.87302769462279,-0.487655712299153,0.0317000007629395
4000710334517,0,269.749757968805,-29.186607580826,1040831,4000909298162,-0.00381287245937574,-0.87302783115369,-0.487655480882449,0.0151499998569489
4000710334517,0,269.749757968805,-29.186607580826,1040903,4000913238209,-0.00381285434697167,-0.873027795776184,-0.487655544358829,0.0132000005245209
4000710334517,0,269.749757968805,-29.186607580826,1040973,4000990386809,-0.00381284427672126,-0.873027782668296,-0.487655567904028,0.0114999997615814
4000710334517,0,269.749757968805,-29.186607580826,1041016,4000859357626,-0.00381298558173756,-0.873027775016137,-0.487655580498498,0.0377500009536743
4000710334517,0,269.749757968805,-29.186607580826,1041028,4001079763543,-0.00381280493301861,-0.873027785942274,-0.487655562350388,0.0130499994754791
4000710334517,0,269.749757968805,-29.186607580826,1041064,4001027392657,-0.00381290537073754,-0.873027866824086,-0.487655416765999,0.0199000000953674
4000710334517,0,269.749757968805,-29.186607580826,1041073,4000938684958,-0.00381281718432987,-0.87302778248749,-0.487655568439543,0.0118499994277954
4000710334517,0,269.749757968805,-29.186607580826,1041109,4001207082057,-0.00381277399505482,-0.873027763311983,-0.487655603106269,0.0125999999046326
4000710334517,0,269.749757968805,-29.186607580826,1042371,4001006333043,-0.00381285553241329,-0.873027790929621,-0.487655553026145,0.0178999996185303
4000710334517,0,269.749757968805,-29.186607580826,1042386,4000989428573,-0.00381296804851543,-0.873027773712237,-0.487655582969903,0.0411499977111816
4000710334517,0,269.749757968805,-29.186607580826,1042393,4000781659666,-0.00381347047902208,-0.87302769749573,-0.4876557154881,0.0515000009536743
4000710334517,0,269.749757968805,-29.186607580826,1042410,4001181842846,-0.00381280467981686,-0.873027780845306,-0.48765557147724,0.0324000000953674
4000710334517,0,269.749757968805,-29.186607580826,1042455,4001049453785,-0.00381286072627624,-0.873027794768881,-0.48765554611228,0.0118499994277954
4000710334517,0,269.749757968805,-29.186607580826,1042461,4001140683467,-0.00381379870163919,-0.873027683458164,-0.487655738052097,0.0340000009536743
4000710334517,0,269.749757968805,-29.186607580826,1042467,4001203673167,-0.00381254573302553,-0.87302794284956,-0.487655283472762,0.0475500011444092
4000710334517,0,269.749757968805,-29.186607580826,1042490,4001077040451,-0.00381288838689003,-0.873027779718484,-0.487655572840056,0.0124500000476837
4000710334517,0,269.749757968805,-29.186607580826,1042492,4000805715059,-0.00381328882747599,-0.87302762763341,-0.487655841979873,0.0275999999046326
4000710334517,0,269.749757968805,-29.186607580826,1042498,4000782844220,-0.00381287148444804,-0.873027824626161,-0.487655492576016,0.0140499997138977
4000710334517,0,269.749757968805,-29.186607580826,1042521,4001118845618,-0.0038128199498337,-0.873027803104788,-0.487655531507701,0.0316000008583069
4000710334517,0,269.749757968805,-29.186607580826,1042623,4000964670128,-0.00381355488888902,-0.873027836643425,-0.487655465718175,0.0492500019073486
4000710334517,0,269.749757968805,-29.186607580826,1042659,4001051973593,-0.00381283926239215,-0.873027793006447,-0.487655549435308,0.0153999996185303
4000710334517,0,269.749757968805,-29.186607580826,1044484,4001063267514,-0.00381286331339144,-0.873027848014588,-0.487655450768646,0.0164499998092651
4000710334517,0,269.749757968805,-29.186607580826,1044490,4001427865026,-0.00381283281576452,-0.873027779379248,-0.487655573881873,0.0102999997138977
4000710334517,0,269.749757968805,-29.186607580826,1044497,4000779340292,-0.00381304347263373,-0.873027686064265,-0.487655739292333,0.04125
4000710334517,0,269.749757968805,-29.186607580826,1044637,4000876687155,-0.0038128627825915,-0.873027777702911,-0.48765557664864,0.0335500001907349
4000710334517,0,269.749757968805,-29.186607580826,1045566,4000791486456,-0.00381285332589552,-0.873027779021426,-0.487655574362101,0.0297000002861023
4000710334517,0,269.749757968805,-29.186607580826,1045632,4000723485349,-0.00381285291859241,-0.873027750859885,-0.487655624781619,0.043899998664856
4000710334517,0,269.749757968805,-29.186607580826,1045996,4001109411511,-0.00381285206685628,-0.873027800899285,-0.487655535204999,0.0114499998092651
